genus	family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
AC-56	70-9	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.039370078740157397	
AC-64	Solirubrobacteraceae	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacteria										0.004		
AC-67	AC-67	AC-67	AC-67	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
AC-69	HRBIN12	UBA4738	UBA4738	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0392156862745098	0.0080000011575063	0.003937184388067	0.0389804835526315
AC2028	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria		0.0141184181306688	0.0106951871657753	0.0068143100511073		0.011651449495529799	0.0454600816522525	0.0833333333333382		0.0240036665904223	0.0157480314960628	
AE-B3A	AE-B3A	Aerophobales	Aerophobia	Aerophobota	Bacteria									0.0196078431372549			
AEGEAN-183	SAR86	SAR86	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.0040000001258077	0.0354330708661417	
AF33-28	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria											0.0039370078740157	
AG-12	Bog-877	Aeolococcales	Dormibacteria	Chloroflexota	Bacteria	0.013347938042595	0.0141184181306688	0.0106951871657753	0.0102214650766609		0.0244446264678112	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0275594081462125	0.0402187893232442
AG-337-I02	GCA-002718135	HIMB59	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.024532842911320397	0.0102214650697143		0.0848191952247988		0.0166666666666666	0.09803921568627451	0.0319926665821429	0.0748031496062987	
AG-339-G14	AG-339-G14	SAR86	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612	0.0017035775127768	0.0113636363636363	0.0087443803801607			0.058823529411764705	0.0082064464839714	0.0039370078740157	0.0094339622641509
AG-363-A16	Cyanobiaceae	PCC-6307	Cyanobacteriia	Cyanobacteriota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
AG-363-B04	Cyanobiaceae	PCC-6307	Cyanobacteriia	Cyanobacteriota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
AG-363-K07	Cyanobiaceae	PCC-6307	Cyanobacteriia	Cyanobacteriota	Bacteria		0.0027855153203342							0.0196078431372549	0.0080000000000001		
AG-363-O15	Cyanobiaceae	PCC-6307	Cyanobacteriia	Cyanobacteriota	Bacteria											0.0039370078740157	
AG-402-N21	Cyanobiaceae	PCC-6307	Cyanobacteriia	Cyanobacteriota	Bacteria											0.0039370078740157	
AG-414-E02	Pelagibacteraceae	Pelagibacterales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0080213903743315	0.0017035775127768	0.0113636363636363				0.0392156862745098	0.004		
AG-422-B15	AG-422-B15	Pelagibacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.006578947368421	0.022474964091671497	0.0053475935828876	0.0136286201022146		0.07151969620800071	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.02755905511811	0.0094339622641509
AG-426-I14	Marisalimonadaceae	Puniceispirillales	Alphaproteobacteria	Pseudomonadota	Bacteria										0.0080000000000001		
AG-426-M11	UBA826	CAJWPE01	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
AG-430-B22	MED-G09	MED-G09	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0027855153203342							0.0196078431372549			
AG11	Gemmatimonadaceae	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria		0.0055702105166283	0.0967253562803044	0.006814310053113	0.0454545454545454	0.0148911351400397			0.11764705882352941	0.040000000000000105	0.0314960629921257	0.0094339622641509
AG2	Gemmatimonadaceae	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0078740157480314	
AG25	GWC2-71-9	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria		0.0027855153203342										
AG41	GWC2-71-9	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0083333333333333	0.0196078431372549	0.004	0.007874192262082701	0.0201093946616221
AK92	AK92	Nitrococcales	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0017035775127768	0.0113636363636363							
AL-N1	Roseiflexaceae	Chloroflexales	Chloroflexia	Chloroflexota	Bacteria									0.0196078431372549	0.0080000011575063	0.0157480314960629	0.0188710888910094
AM-2324	Saprospiraceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria								0.0083333333333333				
AP-15	CGMCC-115725	ATCC43930	Alphaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.022581993119843997	0.0405756236599835	0.0102214650786667		0.011651449495529799	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.0280036668420377	0.0826773418683818	0.0201093946616221
AP-16	Xanthobacteraceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
APNM01	Salinisphaeraceae	Nevskiales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
AQU-01	AQU-01	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
AR12	CSP1-6	Rokubacteriales	Methylomirabilia	Methylomirabilota	Bacteria			0.0084900621626573	0.0051107325403362		0.0021321965654842			0.0784313725490196	0.004	0.0039370078740157	
AR31	CSP1-6	Rokubacteriales	Methylomirabilia	Methylomirabilota	Bacteria											0.0039370078740157	
AR37	CSP1-6	Rokubacteriales	Methylomirabilia	Methylomirabilota	Bacteria									0.0196078431372549			
AR8	CSP1-6	Rokubacteriales	Methylomirabilia	Methylomirabilota	Bacteria	0.0066739690212975			0.0017035775127768		0.0106609808102345					0.003937184388067	0.0201093946616221
ARS1224	Phycisphaeraceae	Phycisphaerales	Phycisphaerae	Planctomycetota	Bacteria											0.0039370078740157	
ARS69	ARS69	ARS69	ARS69	ARS69	Bacteria		0.0027855153203342										
ARS98	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	Bacteria						0.0042643923240938				0.0039999988424947		
ASP10-02a	Balneatricaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.1313009031137052	0.0245328429113203	0.0715502555386326	0.1022727272727272	0.1277805109313581	0.090920163304505	0.1500000000000098	0.0784313725490196	0.068007334338351	0.031496239506177	0.0484144458167824
ASP10-05a	Sanyastnellaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975			0.0034071550255536		0.0063965884861407	0.0454545454545454			0.0080000000000001	0.007874192262082701	0.0201093946616221
ASV31	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
ATM1	ATM1	Fimbriimonadales	Fimbriimonadia	Armatimonadota	Bacteria									0.0196078431372549			
ATZT02	UBA5976	S36-B12	Actinomycetes	Actinomycetota	Bacteria		0.0274241969067902	0.0216839336750243			0.0087443803801607		0.0083333333333333	0.058823529411764705	0.012206446609779101	0.039370078740157397	0.0188679245283018
AU392	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			
AV133	UBA10450	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.016		
AV40	UBA10450	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria			0.0026737967914438	0.0034071550255536			0.0227272727272727		0.0196078431372549		0.011811023622047102	0.0094339622641509
AV69	UBA10450	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.024		
AV80	UBA10450	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria			0.0143063275338708	0.0085178875589433		0.0077574432186126			0.09803921568627451	0.0120000011575063		0.0188710888910094
AWTP1-13	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0083565459610027		0.0102214650766609		0.0555884452994683				0.0159963332281674	0.0118112001360984	0.0201093946616221
AWTP1-18	Rhodocyclaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
AWTP1-30	Vermiphilaceae	Babelales	Babeliae	Babelota	Bacteria											0.0039370078740157	
AWTP1-9	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.0131578947368421	0.0027855153203342								0.004		
AWVT01	Selenomonadaceae	Selenomonadales	Negativicutes	Bacillota	Bacteria				0.0034071550255536		0.0042643923240938	0.0227272727272727		0.0196078431372549			
AaIE-18	RVW-14	Babelales	Babeliae	Babelota	Bacteria		0.0027855153203342										
Abiotrophia	Aerococcaceae	Lactobacillales	Bacilli	Bacillota	Bacteria		0.0027855153203342							0.0784313725490196			
Absicoccus	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria	0.019831863758139598	0.0056245451547547	0.0160427807486631	0.0034071550255536		0.0449274644892338		0.0083333333333333	0.0196078431372549	0.015996333353975302	0.0511812788762558	0.0201093946616221
Abyssibius	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Abyssisolibacter	MCWD3	Tissierellales	Clostridia	Bacillota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
AcAMD-2	UBA12327	UBA12327	Actinomycetes	Actinomycetota	Bacteria									0.0392156862745098			
Acaryochloris	Thermosynechococcaceae	Thermosynechococcales	Cyanobacteriia	Cyanobacteriota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.039370078740157397	
Accumulibacter	Rhodocyclaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0331798018007346	0.0501392757660167	0.1122994652406416	0.013628620111166799	0.034090909090909	0.0426439232501462	0.0227272727272727	0.0166669953768868	0.1764705882352941	0.0360000023150126	0.0314965925342795	0.0980703617668851
Acetanaerobacterium	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0078740157480314	
Acetatifactor	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.4116520038210953	1.4935954385506804	1.1738826986610365	0.4478709054068918	0.6154378427842747	0.974264311472028	0.9773583437986322	1.506766423766351	2.549019607843137	1.0065349683624174	1.464572048041356	1.254591083207167
Aceticella	Thermoanaerobacteraceae	Thermoanaerobacterales	Thermoanaerobacteria	Bacillota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
Acetitomaculum	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria											0.0039370078740157	
Acetoanaerobium	Filifactoraceae	Peptostreptococcales	Clostridia	Bacillota	Bacteria							0.0227272727272727	0.0083333333333333			0.0078740157480314	
Acetobacter	Acetobacteraceae	Acetobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.07326267536207409	0.18496065039795132	0.049403747863581	0.0568181818181817	0.09613380284833481	0.1818347904113029	0.233333333333348	0.3333333333333333	0.1360073324709663	0.2795277355698246	0.0578452437182257
Acetobacterium	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0083336620435535		0.0160000000000001	0.0118112001360984	0.0201093946616221
Acetocimmeria	UBA3575	UBA3575	UBA3575	Bacillota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			0.0094339622641509
Acetomicrobium	Acetomicrobiaceae	Synergistales	Synergistia	Synergistota	Bacteria							0.0227272727272727				0.0039370078740157	
Acherontichlamydia	Rhabdochlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiota	Bacteria	0.0131578947368421	0.0390403128706504	0.0770714351635458	0.0034125715265223	0.0568181818181818	0.0170575692963752			0.0196078431372549	0.0200000011575063	0.0157480314960629	0.0188710888910094
Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Bacilli	Bacillota	Bacteria		0.0055710306406685				0.0556038543883771						
Achromobacter	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0532017088646271	0.3430324346288821	0.3808654156006172	0.0612739358190815	0.1028732203220311	0.1274458399447356	0.2045573847943017	0.2828105918640309	0.6666666666666666	0.17683312077745592	0.2952766496354873	0.2703572099867833
Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Bacillota	Bacteria	0.040043814127785	0.2804562876573264	0.0877786561710179	0.09022933702235529	0.1256004930493039	0.1576101683438949	0.09091548496023111	0.1744769298204726	0.139584166513697	0.0360036665904223	0.06693019294257481	0.1760144229825667
Acidibrevibacterium	Acetobacteraceae	Acetobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0106951871657753			0.0063965884861407			0.0392156862745098	0.0079999999999988	0.0196850393700786	0.0188679245283018
Acidicapsa	Acidobacteriaceae	Terriglobales	Terriglobia	Acidobacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0196078431372549		0.003937184388067	0.0201093946616221
Acididesulfobacter	Acidulodesulfobacteraceae	Acidulodesulfobacterales	SZUA-79	SZUA-79	Bacteria		0.0028390298344205	0.0160427807486631						0.058823529411764705	0.012000001283314	0.0354330708661417	0.0188710888910094
Acidiferrobacter	Acidiferrobacteraceae	Acidiferrobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.20788432606071788	0.27006550977752564	0.0289059630763221	0.1028732203220311	0.039314672357501995	0.0454554033079786	0.0828102631538011	0.11764705882352941	0.036000000000000004	0.019685215884129803	0.0754674496744562
Acidiferrum	UBA7541	Acidiferrales	Terriglobia	Acidobacteriota	Bacteria	0.0264108111265606	0.1856545381361702	0.1016163119165631	0.0220916530162625	0.034691402140213	0.0094981644773631	0.0681826760352513	0.107810263153801	0.11764705882352941	0.0160000001258065	0.0511812788762558	0.0565995251461544
Acidihalobacter_A	Acidihalobacteraceae	DSM-5130	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0034071550255536			0.0227272727272727					0.0094339622641509
Acidilutibacter	Acidilutibacteraceae	Tissierellales	Clostridia	Bacillota	Bacteria									0.0196078431372549			
Acidimangrovimonas	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
Acidiphilium	Acetobacteraceae	Acetobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595	0.1521748397780729	0.0690620786309111	0.0186844979887031	0.0233277657765767	0.0158947529635038	0.0454554033079786	0.0828102631538011	0.0196078431372549	0.0039999999999998	0.023622400272196902	0.0955768443360783
Acidipropionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria	0.0647879388001692	0.0330298855887489	0.06951871657754011	0.6930453330887603		0.102306297907762	0.1363636363636363	0.0166666666666666	0.0974723173358534	0.0160000002516155	0.0748031496062991	0.032704681738227895
Acidisoma	Acetobacteraceae	Acetobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333		0.004		
Acidithiobacillus	Acidithiobacillaceae	Acidithiobacillales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.059400569621542304	0.24209791267210648	0.15776604453688378	0.0459417381861857	0.034691402140213	0.0415489753723306	0.1818356482647361	0.31614359648714907	0.11764705882352941	0.096011001432004	0.173228699484795	0.1238818954912386
Acidithiobacillus_A	Acidithiobacillaceae	Acidithiobacillales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.058823529411764705	0.0080000011575063		0.0188710888910094
Acidithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria	0.019831863758139598	0.0027855153203342		0.0017035775127768		0.0063965884861407			0.0196078431372549	0.0079999999999988	0.0118112001360984	0.0201093946616221
Acidobacterium	Acidobacteriaceae	Terriglobales	Terriglobia	Acidobacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Acidocella	Acetobacteraceae	Acetobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.019831863758139598	0.0501392757660167	0.1042780748663101	0.0102214650856132	0.034090909090909	0.0234541577917241			0.0392156862745098	0.0239999999999989	0.0236222237581456	0.0389773191899239
Acidomonas	Acetobacteraceae	Acetobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0080213903743315			0.0063965884861407			0.0196078431372549	0.0080000011575063	0.0039370078740157	0.0188710888910094
Acidovorax	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0866229764879233	0.1615807208373196	0.1657754010695184	0.08346446512011539	0.1477272727272726	0.2057343837905152	0.0681873543795252	0.1333336620435269	0.1764705882352941	0.1040010605354628	0.16535450722272999	0.1197650110203887
Acidulodesulfobacterium	Acidulodesulfobacteraceae	Acidulodesulfobacterales	SZUA-79	SZUA-79	Bacteria	0.0131578947368421	0.0608399646226859	0.082712588089907	0.0034125715265223	0.0568181818181818	0.0258019496765359		0.0250003287102201	0.0784313725490196	0.0282064464839714	0.0354330708661415	0.0188679245283018
Acidulodesulfobacterium_A	Acidulodesulfobacteraceae	Acidulodesulfobacterales	SZUA-79	SZUA-79	Bacteria		0.0217996517520355	0.0056411529263612	0.0017035775127768		0.0087443803801607	0.0227272727272727		0.0784313725490196	0.0242064476414775	0.0039370078740157	0.0283050511551603
Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	1.7227913322151263	7.14835918454254	6.095377221820195	4.940161000904947	2.8822059165916434	5.920655149361516	5.068546429076266	7.045865115402056	14.830578876574672	4.330878844201725	5.503958662331719	5.365299785256045
Acrocarpospora	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549			
Actibacterium_A	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Actimicrobium	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria												0.0094339622641509
Actinacidiphila	Streptomycetaceae	Streptomycetales	Actinomycetes	Actinomycetota	Bacteria		0.0027855153203342	0.0080213903743315	0.0051107325383304	0.0113636363636363		0.0227272727272727		0.0196078431372549	0.0079999999999996	0.0196850393700786	0.0094339622641509
Actinoalloteichus	Pseudonocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria	0.0131578947368421	0.0027855153203342		0.0017035775127768		0.0042643923240938	0.0227272727272727			0.0039999988424947		
Actinobacillus	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0264108111265606	0.0306406685236768	0.0106951871657754	0.0017035775127768	0.0113636363636363	0.0063965884861407	0.0227272727272727		0.13725490196078433	0.0240000000000002	0.0236222237581456	0.029543356925773
