family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
Anaerotignaceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.11260227848616941	0.1538560193982988	0.2557102698956163	0.0749574105592447	0.068181818181818	0.1185104850101352	0.2045675993362827	0.3250000000000195	0.5686274509803921	0.2522232355627183	0.4291349173520583	0.2457839820330425
Anaerovoracaceae	Peptostreptococcales	Clostridia	Bacillota	Bacteria	0.17228791306634111	0.3676211748854125	0.4687582380267522	0.1175468484005814	0.0795454545454543	0.4470442757079617	0.4091296624748583	0.5833336620435876	1.4925253429842853	0.4328404611139607	0.6850416647614036	0.5727650358570202
Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.1985086808871489	1.0144197695144856	0.8513352621775173	0.2724572762845479	0.4216555315531528	0.5912048786095698	0.3863930330590378	0.5739545170614267	1.7647058823529411	0.4458726924875175	0.6220493622631003	0.7105383981791131
Ancaeobacteraceae	Ancaeobacterales	Ancaeobacteria	JAKLEM01	Bacteria		0.0055702105166283	0.0909090909090909	0.0017035775127768	0.0454545454545454	0.0127589385745555				0.024	0.0078740157480314	
Ancalomicrobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.011195575795423199	0.0160427807486631	0.0068143100511073		0.0149253731343283				0.0040000001258077	0.039370078740157397	
Aneurinibacillaceae	Aneurinibacillales	Bacilli	Bacillota	Bacteria		0.0084092403510488	0.1127681370289675	0.0034071550275594	0.0454545454545454	0.0212877232227431			0.058823529411764705	0.036000001283314	0.043307086614173096	0.0188710888910094
Anoxybacillaceae	Bacillales	Bacilli	Bacillota	Bacteria	0.0528216222531213	0.0802159022537586	0.0982498185439029	0.0187393526465623		0.0355367987419919	0.0909146271067979	0.0750000000000049	0.29411764705882354	0.07241656006159611	0.20472476247692079	0.1062565251723005
Anoxymicrobiaceae	Fen-727	Geothermincolia	Actinomycetota	Bacteria											0.0039370078740157	
AqS3	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Aquaspirillaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0055710306406685	0.0133689839572191	0.0034071550255536	0.0113636363636363	0.0063965884861407		0.0083336620435535	0.0392156862745098	0.016	0.0236222237581456	0.029543356925773
Aquicultoraceae	Aquicultorales	Aquicultoria	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.007874192262082701	0.0201093946616221
Aquificaceae	Aquificales	Aquificia	Aquificota	Bacteria	0.0529166439059977	0.1440678764410616	0.22832851774799992	0.0238500851898335	0.09090909090909069	0.0738820912703184	0.0454600816522525	0.1000000000000048	0.29411764705882354	0.092416559558364	0.08267769489648391	0.1169319575697717
Aquincolibacteriaceae	Omnitrophales	Omnitrophia	Omnitrophota	Bacteria		0.0028390298344205	0.0160427807486631						0.0392156862745098	0.008000000125807701	0.0354330708661417	
Aquisalimonadaceae	Nitrococcales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.0200000011575063		0.0188710888910094
Aquiviventaceae	Aquiviventales	Koll11	Omnitrophota	Bacteria		0.0464383333384915	0.027325086601385502	0.0051107325293781		0.025246203978933998		0.0166666666666666	0.09803921568627451	0.024412893093750502	0.043307086614173096	0.0283018867924527
Arcobacteraceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	0.0862864890124852	0.38505379098604237	0.3706835319277018	0.1771720613437594	0.2840909090909088	0.3945018843178151	0.2045675993362827	0.3000000000000196	0.5686274509803921	0.2082221740657629	0.4606311568582175	0.2552179442971934
Ardenticatenaceae	Ardenticatenales	Anaerolineae	Chloroflexota	Bacteria		0.035918069882704295	0.008314949717805	0.0068143100511073		0.0139992413895498	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0282101130743937	0.011811023622047102	0.0094339622641509
Arenicellaceae	Arenicellales	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0034071550275594		0.0385308760030931			0.058823529411764705	0.0119963332281676	0.0078740157480314	
Aristaeellaceae	Christensenellales	Clostridia	Bacillota	Bacteria	0.1523610276553251	0.776554659190256	0.5449284311387367	0.1974504275366139	0.1722560246024571	0.3618288177614969	0.6591433084305718	0.9817647802152208	1.0784313725490196	0.3768598471240538	0.45275767065233874	0.5287932690040241
Armatimonadaceae	Armatimonadales	Armatimonadia	Armatimonadota	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.008000000125807701	0.039370078740157397	
Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria	0.1652338574335378	0.6625032956596594	0.7731024004630251	0.2402044293185072	0.4318181818181812	0.6809097217145892	0.2954822264430806	0.4583339907537979	0.9607843137254902	0.4328294530587295	0.6811037743171314	0.3401204403118439
Atribacteraceae	Atribacterales	Atribacteria	Atribacterota	Bacteria									0.0196078431372549			
Auribacteraceae	Auribacterales	Auribacteria	Auribacterota	Bacteria		0.1030640668523676	0.0133689839572192	0.0545144804088586	0.1022727272727272	0.1108742004264392				0.008		
Australimonadaceae	Australimonadales	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549		0.0039370078740157	0.0188679245283018
Azobacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria		0.0028390298344205	0.0160427807486631				0.0227272727272727		0.0196078431372549	0.0040000001258077	0.059055118110236	0.0094339622641509
Azospirillaceae	Azospirillales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0200219070638925	0.1313776341551389	0.102072949863192	0.0732538330514093	0.1022727272727272	0.1353188268942504	0.0909146271067979	0.09218940813598339	0.0784313725490196	0.0640036672194597	0.20866194686498798	0.0603281839848663
Azotimanducaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0795174983383113	0.443106395961007	0.2801297817144745	0.16183986371379838	0.2954545454545452	0.3764047006691398	0.22729487206355542	0.3833336620435729	0.7450980392156863	0.31346085568726423	0.24803237863326452	0.3093451063408734
B-17BO	B-17B0	Bacteroidia	Bacteroidota	Bacteria	0.0197368421052631	0.138951838748333	0.075628541292227	0.057921635436418	0.1022727272727272	0.16241384913378681		0.0416666666666352	0.27450980392156865	0.0762027812470693	0.12204724409448789	0.0471761400461697
B-1AR	SJA-28	Ignavibacteria	Bacteroidota_A	Bacteria	0.026505832779437098	0.2438032160674623	0.18432890000647	0.0340166956126468	0.0574186748674857	0.046951563658637	0.09091548496023111	0.1744769298204726	0.1568627450980392	0.0642111734138424	0.0433072631282421	0.1050108066002292
B10-G4	Polyangiales	Polyangia	Myxococcota	Bacteria									0.0196078431372549			
B129-G9	B129-G9	B129-G9	Planctomycetota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
B14-G1	Thermosulfidibacterales	Thermosulfidibacteria	Thermosulfidibacterota	Bacteria										0.004		
B18-G4	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0132529163897185	0.0055710306406685		0.0017035775127768		0.0063965884861407					0.0157482080101142	0.029543356925773
B1SED10-174	B1SED10-174	Halanaerobiia	Bacillota	Bacteria			0.0026737967914438								0.0039370078740157	
B21-G16	B21-G16	SM23-31	SM23-31	Bacteria	0.006578947368421							0.0416666666666352				
B22-G15	B22-G15	Caldisericia	Caldisericota	Bacteria									0.0196078431372549	0.004		
B231	B231	Cyanobacteriia	Cyanobacteriota	Bacteria									0.0196078431372549			
B25-G16	Desulfatiglandales	DSM-4660	Desulfobacterota	Bacteria				0.0017035775127768		0.0385308760030931			0.0392156862745098	0.0239963343856739	0.0078740157480314	0.0283050511551603
B3-Chlor	UBA7937	Anaerolineae	Chloroflexota	Bacteria			0.0026737967914438									
B3-G15	Aerophobales	Aerophobia	Aerophobota	Bacteria									0.0196078431372549			
B3-TA06	B3-TA06	WOR-3	WOR-3	Bacteria									0.0196078431372549			
B30-G16	B30-G16	UBA6098	UBP14	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.011811023622047102	0.0094339622641509
B30-G6	Desulfobacterales	Desulfobacteria	Desulfobacterota	Bacteria										0.004		
B36-G15	B36-G15	WOR-3	WOR-3	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
B4-G1	B4-G1	Anaerolineae	Chloroflexota	Bacteria		0.0084092403510488	0.1127681370289675	0.0034071550275594	0.0454545454545454	0.0127589385745555		0.0171894081359785	0.0392156862745098	0.0320000001258077	0.047244094488188795	
B5-G15	UBA2242	UBA2242	Marinisomatota	Bacteria				0.0017035775127768		0.04066307216514				0.0119963332281676	0.0078740157480314	
B51-G9	UBA3054	UBA3054	UBA3054	Bacteria						0.0021321961620469						
B64-G9	B64-G9	B64-G9	Myxococcota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0078740157480314	
BACL11	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.019831863758139598	0.06334226678949449	0.0326726801842731	0.013628620093262201		0.0531928836510107	0.0454600816522525	0.0750000000000049	0.11764705882352941	0.0444165596841728	0.0590552946242872	0.0484112814540748
BACL12	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.1372549019607843	0.0240000023150127	0.003937184388067	0.0578515724436409
BH030062	Bacillales_D	Bacilli	Bacillota	Bacteria		0.0027855153203342	0.0053475935828877			0.0042643923240938			0.0196078431372549	0.0039999988424947		
BICA1-8	Peptococcales	Peptococcia	Bacillota	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826					0.0392156862745098	0.0040000001258077	0.0354330708661417	
BJGX01	CAILAD01	Saccharimonadia	Patescibacteriota	Bacteria					0.0113636363636363				0.0196078431372549			
BJHT01	Limisphaerales	Verrucomicrobiia	Verrucomicrobiota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
BM002	BM002	Syntrophobacteria	Desulfobacterota	Bacteria									0.058823529411764705		0.0039370078740157	0.0188679245283018
BM003	BM003	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
BM004	Desulfobulbales	Desulfobulbia	Desulfobacterota	Bacteria	0.013347938042595	0.0028390298344205	0.0187165775401069	0.0068143100511072		0.0705292275227054	0.0227272727272727	0.0083336620435535		0.012000000125807701	0.0511814553903071	0.0402187893232442
BM103	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0587054303795995	0.0454554033079786	0.0828102631538011	0.0196078431372549	0.0160000011575064	0.0039370078740157	0.0553612193755417
BM512	Deferrisomatales	Deferrisomatia	Desulfobacterota_C	Bacteria										0.0039999999999988		
BM515	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria											0.0039370078740157	
BM520	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0833333333333382	0.0392156862745098	0.0200036665904223	0.0078740157480314	
BM523	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			
BMS3ABIN01	BMS3ABIN01	Thermoleophilia	Actinomycetota	Bacteria	0.0131578947368421	0.0501392757660167	0.10695187165775391	0.01192504259839	0.034090909090909	0.0234541581951614			0.0392156862745098	0.016	0.0039370078740157	
BMS3Abin14	BMS3Abin14	BMS3Abin14	BMS3Abin14	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834			0.0196078431372549	0.016		
BMS3Bbin08	UBA6902	Thermodesulfovibrionia	Nitrospirota	Bacteria									0.0196078431372549			
BMS3Bbin11	BMS3Bbin11	Gammaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333			0.0118110236220472	0.0094339622641509
BNTO01	BNTO01	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.0784313725490196			
BNUF01	Lachnospirales	Clostridia	Bacillota	Bacteria	0.019831863758139598	0.0027855153203342		0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
BOG-932	BOG-932	Alphaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333				
BOKC01	UBA9973	Minisyncoccia	Patescibacteriota	Bacteria									0.0196078431372549			
BP-133	IMCC26256	Acidimicrobiia	Actinomycetota	Bacteria									0.0196078431372549			
BPKI01	Xanthomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011				0.0364901304845323
BS750m-G39	Dehalococcoidales	Dehalococcoidia	Chloroflexota	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.0040000001258077	0.039370078740157397	
BWSM-131	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria											0.0039370078740157	
BY39	UBA10030	UBA10030	Bacteroidota_A	Bacteria								0.0083336620435535		0.008	0.0157480314960629	0.0094339622641509
Bacillaceae	Bacillales	Bacilli	Bacillota	Bacteria	0.648676433170797	3.2552253148639143	2.37034120770656	1.5681796498225584	1.1417680738073706	1.937826614906608	2.0663414812876573	2.8130081338020285	5.254335062433893	1.4646125646958728	2.196859395917409	2.4917638330467504
Bacillaceae_B	Bacillales_B	Bacilli	Bacillota	Bacteria	0.0066739690212975	0.1030640668523676	0.0191852493284327	0.057921635436418	0.1022727272727272	0.1172707889125799			0.13725490196078433	0.008	0.0393702552542085	0.0578452437182257
Bacillaceae_C	Bacillales_B	Bacilli	Bacillota	Bacteria	0.0200219070638925	0.06334226678949449	0.029998883392829297	0.0136286201022145		0.0804642632312257	0.0454600816522525	0.0916666666666715	0.2549019607843137	0.0724128929110671	0.0866147027704998	0.0980640330414699
Bacillaceae_D	Bacillales_H	Bacilli	Bacillota	Bacteria	0.0331798018007346	0.052978305600437196	0.1319533863574002	0.020442930166285598	0.034090909090909	0.036247334764005504	0.0227272727272727	0.0083333333333333	0.13725490196078433	0.0400000001258065	0.0748036791484528	0.0791961085131681
Bacillaceae_F	Bacillales_H	Bacilli	Bacillota	Bacteria									0.0392156862745098	0.0080000011575063		0.0188710888910094
Bacillaceae_G	Bacillales	Bacilli	Bacillota	Bacteria	0.5297365689772361	2.9119606289262023	2.467156662558588	0.9366879423101245	1.4575479197919727	2.165217887262643	1.5455806310712659	2.381244011007319	5.627450980392156	1.7006110213492538	2.263785352522789	1.8781376032519215
Bacillaceae_H	Bacillales	Bacilli	Bacillota	Bacteria	0.1065498618989394	0.4073937364022517	0.2896627653480528	0.1004562186129488	0.15969140214021288	0.3035643942330555	0.1363700304147765	0.1828102631538059	0.6862745098039216	0.1566193432462488	0.2440951942451804	0.3002570088219479
Bacillaceae_I	Bacillales	Bacilli	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.008000000125807701	0.0472440944881889	0.0094339622641509
Bacillaceae_J	Bacillales_C	Bacilli	Bacillota	Bacteria									0.058823529411764705		0.0196850393700786	0.0094339622641509
Bacillaceae_K	Bacillales_B	Bacilli	Bacillota	Bacteria		0.0027855153203342									0.0039370078740157	
Bacillaceae_L	Bacillales	Bacilli	Bacillota	Bacteria									0.0196078431372549	0.004		
Bacteriovoracaceae	Bacteriovoracales	Bacteriovoracia	Bdellovibrionota	Bacteria	0.0200219070638925	0.058931019299100496	0.1506699638975069	0.0545144804039172	0.0568181818181817	0.1658212590224972	0.22728933586584832	0.2416666666666813	0.2549019607843137	0.16400366647921782	0.1614178523767985	0.06976214624901719
Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	2.5329451643396843	10.53885389726836	10.62902780229392	4.943461699539396	4.432464406440618	7.9717281145876875	6.909622932546325	9.920704569731829	21.510432491070276	6.407793402605476	8.645210410293874	7.252439423698251
Balneatricaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0333698451064875	0.1615641298549159	0.0734234162891089	0.083475298130076	0.1022727272727272	0.2091709059073623	0.11364743603177771	0.1666669953769231	0.3333333333333333	0.1322101166171181	0.1732292290269484	0.1948960890377423
Balneolaceae	Balneolales	Rhodothermia	Bacteroidota_A	Bacteria	0.013347938042595	0.08313874458900429	0.0647582416815993	0.0238500851788754		0.0450560520754748	0.1363747087590504	0.1500000000000098	0.5098039215686274	0.0844202288412231	0.1653546837367633	0.1062628538977157
Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.0775141994342496	0.0572055230955935	0.0187393526425508		0.0343950712652403	0.090920163304505	0.1583333333333431	0.39215686274509803	0.10042022871541291	0.11417340486050749	0.0861534592360936
Bathyanammoxibiaceae	Brocadiales	Brocadiia	Planctomycetota	Bacteria				0.0017035775127768				0.0083333333333333		0.004	0.0039370078740157	
Bdellovibrionaceae	Bdellovibrionales	Bdellovibrionia	Bdellovibrionota	Bacteria	0.0066739690212975	0.0423241362812274	0.1443850267379678	0.0272572402044291	0.0454545454545454	0.029665249079474397	0.090920163304505	0.1583336620435633	0.13725490196078433	0.0840073335582677	0.1614174993486963	0.029543356925773
Beggiatoaceae	Beggiatoales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595	0.0028390298344205	0.0160427807486631	0.0034071550255536		0.0127931769722814			0.0392156862745098	0.012000000125807802	0.043307439642275694	0.059086713851546
Beijerinckiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.17720017398058568	0.6394184781655591	0.4975502861828502	0.8104824721767057	0.09211007700769869	0.3786301139131724	0.4091092333908964	0.515621512438277	1.371982121257422	0.29303956745745163	0.5275601142024152	0.4716338226330713
Bernardetiaceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
